Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
5433,Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,E,NS,Nintendo,Nintendo EPD,7.0,0.41,0.16,0.15,0.06,0.03,2018.0
5442,Battlefield 2: Modern Combat,Shooter,T,X360,Electronic Arts,Digtal Illusions,7.8,0.41,0.35,0.02,0.01,0.03,2006.0
5451,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,E,DS,Natsume,Neverland Company,8.0,0.41,0.26,0.03,0.1,0.02,2010.0
5475,Overlord,Adventure,T,X360,Codemasters,Triumph Studios,7.7,0.4,0.34,0.03,0.01,0.03,2007.0
5482,Project X Zone,Role-Playing,T,3DS,Namco Bandai Games,Banpresto,6.5,0.4,0.18,0.04,0.15,0.02,2013.0
5492,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,Action,E,DS,Konami,Konami,7.5,0.4,0.27,0.01,0.09,0.03,2009.0
5541,Castlevania: Portrait of Ruin,Platform,T,DS,Konami,Konami,8.5,0.4,0.31,0.02,0.04,0.03,2006.0
5557,No More Heroes 2: Desperate Struggle,Action,M,Wii,Ubisoft,Grasshopper Manufacture,8.5,0.4,0.2,0.11,0.04,0.03,2010.0
5568,Etrian Odyssey IV: Legends of the Titan,Role-Playing,T,3DS,Atlus,Atlus Co.,8.2,0.39,0.12,0.06,0.21,0.02,2013.0
5572,Combat of Giants: Dinosaurs 3D,Strategy,E10,3DS,Ubisoft,Ubisoft,4.3,0.39,0.25,0.07,0.05,0.03,2011.0
5593,Final Fantasy Crystal Chronicles: The Crystal Bearers,Adventure,T,Wii,Square Enix,Square Enix,6.7,0.39,0.21,0.08,0.08,0.03,2009.0
5594,NBA Live 09,Sports,E,PSP,Electronic Arts,EA Canada,6.1,0.39,0.23,0.07,0.03,0.06,2008.0
5600,Dungeon Siege III,Role-Playing,T,PS3,Square Enix,Obsidian Entertainment,7.3,0.39,0.17,0.13,0.03,0.06,2011.0
5620,Chibi-Robo! Plug into Adventure!,Adventure,E10,GC,Nintendo,skip Ltd.,7.4,0.39,0.23,0.06,0.09,0.01,2006.0
5626,Advance Wars: Dual Strike,Strategy,E,DS,Nintendo,Intelligent Systems,9.0,0.39,0.3,0.03,0.04,0.03,2005.0
5631,LocoRoco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.1,0.39,0.14,0.05,0.16,0.03,2006.0
5635,Red Faction: Armageddon,Shooter,M,X360,THQ,Volition Inc.,7.1,0.39,0.18,0.16,0.01,0.04,2011.0
5642,Samurai Warriors Chronicles,Action,T,3DS,Tecmo Koei,Omega Force,5.4,0.39,0.12,0.05,0.2,0.01,2011.0
5645,Hitman: Blood Money,Action,M,X360,Eidos Interactive,IO Interactive,8.1,0.39,0.29,0.06,0.01,0.03,2006.0
5657,Metal Gear Solid: Snake Eater 3D,Action-Adventure,M,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,0.39,0.15,0.12,0.1,0.02,2012.0
5673,Shin Megami Tensei: Nocturne,Role-Playing,M,PS2,Atlus,Atlus Co.,8.0,0.38,0.07,0.05,0.25,0.02,2004.0
5681,Wii Sports Club,Sports,E,WiiU,Nintendo,Nintendo,6.7,0.38,0.17,0.14,0.04,0.03,2014.0
5706,Ghost Trick: Phantom Detective,Adventure,T,DS,Capcom,Capcom,8.2,0.38,0.17,0.08,0.12,0.02,2011.0
5725,Grandia Xtreme,Role-Playing,T,PS2,Enix,Game Arts,6.7,0.38,0.07,0.05,0.25,0.02,2002.0
5744,Pro Evolution Soccer 2011 3D,Sports,E,3DS,Konami,Konami,7.5,0.38,0.11,0.13,0.11,0.02,2011.0
5746,Pokemon Channel,Adventure,E,GC,Nintendo,Ambrella,5.2,0.38,0.24,0.06,0.07,0.01,2003.0
5755,Hatsune Miku: Project Mirai DX,Misc,E10,3DS,Sega,Sega,7.5,0.38,0.2,0.04,0.11,0.03,2015.0
5792,EA Sports MMA,Fighting,T,PS3,EA Sports,EA Tiburon,7.6,0.37,0.16,0.14,0.01,0.06,2010.0
5825,Burnout Paradise Remastered,Racing,E10,PS4,Electronic Arts,Stellar Entertainment,8.0,0.37,0.08,0.22,0.01,0.06,2018.0
5844,Shin Megami Tensei IV: Apocalypse,Role-Playing,M,3DS,Atlus,Atlus,8.1,0.37,0.15,0.05,0.16,0.02,2016.0
5850,Dungeon Siege III,Role-Playing,T,X360,Square Enix,Obsidian Entertainment,7.2,0.37,0.21,0.12,0.01,0.03,2011.0
5855,Tomb Raider: Legend,Action,T,X360,Eidos Interactive,Crystal Dynamics,8.1,0.37,0.27,0.07,0.01,0.03,2006.0
5863,Rune Factory: Frontier,Role-Playing,E10,Wii,Xseed Games,Neverland Company,7.9,0.37,0.16,0.13,0.04,0.03,2009.0
5873,Sonic Lost World,Platform,E10,WiiU,Sega,Sonic Team,6.0,0.37,0.2,0.13,0.01,0.03,2013.0
5876,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,T,Wii,Xseed Games,Tri-Crescendo,6.7,0.37,0.16,0.12,0.06,0.03,2010.0
5884,Wanted: Weapons of Fate,Shooter,M,X360,Warner Bros. Interactive,GRIN,6.2,0.37,0.17,0.15,0.0,0.04,2009.0
5885,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,T,PS2,Namco,Monolith Soft,7.9,0.37,0.09,0.07,0.18,0.02,2006.0
5890,Castlevania: Order of Ecclesia,Platform,T,DS,Konami,Konami,8.2,0.37,0.27,0.03,0.04,0.03,2008.0
5910,Dragon Ball Z: Attack of the Saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,7.2,0.36,0.12,0.02,0.21,0.01,2009.0
5913,Tekken Hybrid,Fighting,T,PS3,Namco,Namco Bandai Games,4.0,0.36,0.21,0.07,0.04,0.04,2011.0
5934,LocoRoco 2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,0.36,0.21,0.09,0.01,0.05,2009.0
5939,Valkyrie Profile: Lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,8.1,0.36,0.17,0.01,0.16,0.02,2006.0
5940,BlazBlue: Calamity Trigger,Fighting,T,X360,Aksys Games,Arc System Works,8.5,0.36,0.21,0.08,0.04,0.03,2009.0
5942,The Wonderful 101,Action,T,WiiU,Nintendo,PlatinumGames,8.0,0.36,0.15,0.11,0.08,0.02,2013.0
5963,Nintendo Labo: Toy-Con 02 Robot Kit,Action,E10,NS,Nintendo,Nintendo EPD,7.0,0.36,0.18,0.08,0.08,0.03,2018.0
6000,Harvest Moon: The Tale of Two Towns,Simulation,E,3DS,Natsume,Marvelous Interactive,6.3,0.36,0.28,0.0,0.05,0.02,2011.0
6003,Formula 1 Championship Edition,Racing,E,PS,Sony Computer Entertainment,Bizarre Creations,8.5,0.36,0.06,0.04,0.23,0.02,1997.0
6004,Trauma Center: Under the Knife,Simulation,T,DS,Atlus,Atlus Co.,8.0,0.36,0.3,0.01,0.02,0.03,2005.0
6021,Suikoden V,Role-Playing,T,PS2,Konami,Hudson Soft,7.9,0.35,0.08,0.06,0.19,0.02,2006.0
6029,Call of Duty: Ghosts,Shooter,M,WiiU,Activision,Infinity Ward,8.8,0.35,0.22,0.09,0.01,0.03,2013.0
6031,Dragon Ball Z: Extreme Butoden,Fighting,T,3DS,Namco Bandai Games,Arc System Works,5.0,0.35,0.13,0.03,0.17,0.02,2015.0
6048,Persona 2: Eternal Punishment,Role-Playing,T,PS,Atlus,Atlus Co.,8.7,0.35,0.03,0.02,0.28,0.02,2000.0
6053,Dead or Alive 5 Last Round,Fighting,M,PS4,Tecmo Koei,Team Ninja,7.1,0.35,0.09,0.13,0.09,0.04,2015.0
6066,Terminator Salvation,Shooter,T,X360,Warner Bros. Interactive,Halcyon,5.2,0.35,0.13,0.18,0.0,0.04,2009.0
6095,EverGrace,Role-Playing,T,PS2,Agetec,From Software,6.2,0.35,0.1,0.08,0.15,0.03,2000.0
6108,Def Jam Icon,Action,M,X360,Electronic Arts,Unknown,6.3,0.35,0.3,0.01,0.0,0.03,2007.0
6122,Dynasty Warriors 5 Empires,Action,T,PS2,KOEI,Omega Force,6.3,0.34,0.11,0.09,0.12,0.03,2006.0
6130,Battalion Wars 2,Strategy,T,Wii,Nintendo,Kuju Entertainment,7.7,0.34,0.22,0.02,0.08,0.02,2007.0
6149,Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,Atlus Co.,8.2,0.34,0.28,0.01,0.03,0.03,2006.0
6172,Star Ocean: Second Evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,8.0,0.34,0.14,0.02,0.16,0.02,2009.0
6174,Tenchu Z,Action,M,X360,Microsoft,K2 LLC,5.7,0.34,0.27,0.02,0.02,0.03,2007.0
6188,Disgaea 5 Complete,Role-Playing,T,NS,NIS America,Nippon Ichi Software,9.0,0.34,0.15,0.11,0.05,0.02,2017.0
6193,Lord of Arcana,Role-Playing,M,PSP,Square Enix,Square Enix,4.7,0.34,0.08,0.05,0.17,0.04,2011.0
6196,Dynasty Warriors 6 Empires,Action,T,PS3,KOEI,Omega Force,6.4,0.34,0.14,0.03,0.15,0.02,2009.0
6201,Kameo: Elements of Power,Adventure,T,X360,Microsoft Game Studios,Rare Ltd.,7.7,0.34,0.28,0.03,0.0,0.03,2005.0
6215,The Eye of Judgment,Strategy,T,PS3,Sony Computer Entertainment,SCE Japan Studio,7.5,0.34,0.28,0.0,0.02,0.03,2007.0
6218,Dynasty Warriors: Gundam 2,Action,T,PS2,Namco Bandai,Omega Force,4.9,0.34,0.04,0.03,0.25,0.01,2009.0
6233,Dead or Alive 5,Fighting,M,X360,Tecmo Koei,Team Ninja,7.6,0.33,0.2,0.08,0.03,0.03,2012.0
6242,Bomberman World,Puzzle,E,PS,Atlus,Hudson Soft,6.5,0.33,0.06,0.04,0.22,0.02,1998.0
6245,Mega Man ZX Advent,Platform,E10,DS,Capcom,Inti Creates,7.6,0.33,0.22,0.0,0.09,0.02,2007.0
6247,Street Fighter Alpha 3 MAX,Fighting,T,PSP,Capcom,Capcom,7.8,0.33,0.27,0.01,0.02,0.03,2006.0
6256,Ninja Blade,Action,M,X360,Microsoft,From Software,6.7,0.33,0.14,0.14,0.02,0.03,2009.0
6263,Klonoa 2: Lunatea's Veil,Platform,E,PS2,Namco,Namco,9.4,0.33,0.12,0.1,0.08,0.03,2001.0
6268,Etrian Odyssey,Role-Playing,T,DS,Atlus,Atlus Co. / Lancarse,7.4,0.33,0.19,0.03,0.09,0.02,2007.0
6270,Fracture,Shooter,T,X360,LucasArts,Day 1 Studios,4.0,0.33,0.15,0.14,0.0,0.04,2008.0
6274,NBA 2K10,Sports,E,PSP,2K Sports,Visual Concepts,5.5,0.33,0.3,0.0,0.0,0.03,2009.0
6287,Planet Puzzle League,Puzzle,E,DS,Nintendo,Intelligent Systems,8.6,0.33,0.14,0.01,0.16,0.01,2007.0
6293,Classic NES Series: Castlevania,Platform,E,GBA,Nintendo,Konami,7.4,0.33,0.17,0.06,0.09,0.01,2004.0
6305,Disgaea 2: Cursed Memories,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,7.9,0.33,0.09,0.07,0.15,0.02,2006.0
6306,Clock Tower 3,Adventure,M,PS2,Capcom,SunSoft,7.0,0.33,0.1,0.08,0.12,0.03,2003.0
6312,Resonance of Fate,Role-Playing,T,X360,Sega,tri-Ace,7.4,0.33,0.12,0.13,0.06,0.03,2010.0
6321,Kirby: Battle Royale,Fighting,E10,3DS,Nintendo,HAL Laboratory,6.0,0.33,0.07,0.05,0.2,0.01,2018.0
6323,Capcom Classics Collection Reloaded,Misc,T,PSP,Capcom,Capcom,7.1,0.33,0.26,0.0,0.03,0.03,2006.0
6328,Tokyo Mirage Sessions #FE,Role-Playing,T,WiiU,Nintendo,Unknown,8.0,0.33,0.17,0.06,0.08,0.02,2016.0
6340,Dark Souls: Remastered,Role-Playing,M,NS,Bandai Namco Entertainment,From Software,8.8,0.33,0.16,0.11,0.03,0.03,2018.0
6359,Dr. Mario / Puzzle League,Puzzle,E,GBA,Nintendo,Intelligent Systems,7.5,0.33,0.12,0.04,0.16,0.01,2005.0
6371,Final Fantasy XI: Wings of the Goddess,Role-Playing,T,X360,Square Enix,Square Enix,6.5,0.32,0.28,0.0,0.02,0.03,2007.0
6373,Elebits,Action,E,Wii,Konami,Konami,7.3,0.32,0.22,0.01,0.08,0.02,2006.0
6385,Dead Rising 2: Off the Record,Action,M,PS3,Capcom,Blue Castle Games,7.1,0.32,0.11,0.08,0.1,0.03,2011.0
6398,Eternal Sonata,Role-Playing,T,X360,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.04,0.08,0.02,2007.0
6399,Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,T,PSP,Atlus,Atlus Co.,7.0,0.32,0.14,0.04,0.11,0.04,2011.0
6407,Operation Flashpoint: Red River,Shooter,M,PS3,Codemasters,Codemasters,6.8,0.32,0.06,0.14,0.07,0.05,2011.0
6423,Final Fantasy XI: Online,MMO,T,PS2,Square Enix,Square Enix,8.4,0.32,0.08,0.06,0.15,0.02,2004.0
6426,Bleach: Shattered Blade,Fighting,T,Wii,Sega,Polygon Magic,5.3,0.32,0.21,0.01,0.08,0.02,2007.0
6427,Beautiful Katamari,Puzzle,E,X360,Namco Bandai,Now Production,7.3,0.32,0.14,0.02,0.15,0.02,2007.0
6431,Chibi-Robo! Zip Lash,Platform,E,3DS,Nintendo,Nintendo,5.5,0.32,0.14,0.09,0.07,0.02,2015.0
6438,Folklore,Role-Playing,T,PS3,Sony Computer Entertainment,Game Republic,7.5,0.32,0.2,0.04,0.05,0.03,2007.0
6497,Test Drive Unlimited,Racing,E10,X360,Atari,Eden Studios,8.0,0.32,0.23,0.04,0.02,0.02,2006.0
6498,Singularity,Shooter,M,X360,Activision,Raven Software,7.7,0.32,0.24,0.04,0.0,0.03,2010.0
6513,BlazBlue: Continuum Shift,Fighting,T,X360,Aksys Games,Arc System Works,8.6,0.32,0.23,0.04,0.02,0.02,2010.0
6540,Bust-A-Move Universe,Puzzle,E,3DS,Square Enix,Arika,5.6,0.31,0.08,0.15,0.06,0.02,2011.0
6554,Catherine,Puzzle,M,X360,Atlus,Atlus,7.9,0.31,0.2,0.06,0.03,0.02,2011.0
6557,Namco Museum: Virtual Arcade,Misc,E10,X360,Namco Bandai,Namco Bandai Games,7.0,0.31,0.27,0.01,0.01,0.02,2008.0
6575,Fuel,Racing,E,X360,Codemasters,Asobo Studios,6.6,0.31,0.09,0.18,0.0,0.04,2009.0
6611,Mega Man Zero Collection,Platform,E,DS,Capcom,Inti Creates,7.5,0.31,0.17,0.01,0.11,0.02,2010.0
6627,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,Strategy,E10,DS,Konami,Konami,7.6,0.31,0.18,0.02,0.09,0.02,2010.0
6657,Silent Hill: Shattered Memories,Adventure,M,PSP,Konami,Climax Group,7.8,0.31,0.09,0.13,0.01,0.07,2010.0
6663,NBA Live 08,Sports,E,PSP,Electronic Arts,EA Canada,6.8,0.31,0.28,0.0,0.0,0.02,2007.0
6676,The King of Fighters XIII,Fighting,T,PS3,Atlus,SNK Playmore Corporation,7.8,0.3,0.17,0.07,0.04,0.03,2011.0
6688,Tom Clancy's Splinter Cell 3D,Action,T,3DS,Ubisoft,Gameloft,8.0,0.3,0.14,0.07,0.07,0.02,2011.0
6702,Monopoly for Nintendo Switch,Board Game,E,NS,Ubisoft,Engine Software,5.3,0.3,0.06,0.22,0.01,0.02,2017.0
6718,Resident Evil Archives: Resident Evil,Action,M,Wii,Capcom,Capcom Production Studio 4,7.6,0.3,0.16,0.04,0.08,0.02,2009.0
6719,Magna Carta 2,Role-Playing,T,X360,Namco Bandai,SoftMax,6.6,0.3,0.13,0.07,0.07,0.02,2009.0
6752,Dynasty Warriors 6,Action,T,X360,KOEI,Omega Force,6.2,0.3,0.15,0.06,0.06,0.02,2008.0
6802,N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.3,0.2,0.03,0.05,0.02,2006.0
6822,Naruto to Boruto: Shinobi Striker,Action,T,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,0.29,0.19,0.03,0.02,0.05,2018.0
6831,Little King's Story,Strategy,T,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,0.29,0.14,0.11,0.02,0.02,2009.0
6844,Dynasty Warriors: Strikeforce,Action,T,PS3,Tecmo Koei,Omega Force,6.8,0.29,0.11,0.08,0.07,0.03,2010.0
6860,Wanted: Weapons of Fate,Shooter,M,PS3,Warner Bros. Interactive,GRIN,6.2,0.29,0.14,0.1,0.01,0.04,2009.0
6863,NieR,Role-Playing,M,X360,Square Enix,Cavia Inc.,6.4,0.29,0.13,0.1,0.04,0.02,2010.0
6864,Ace Combat: Joint Assault,Simulation,T,PSP,Namco Bandai,Project ACES,7.0,0.29,0.06,0.05,0.15,0.03,2010.0
6886,Trace Memory,Adventure,T,DS,Nintendo,Cing,6.5,0.29,0.15,0.01,0.12,0.01,2005.0
6899,Trauma Center: New Blood,Simulation,T,Wii,Atlus,Atlus Co.,7.5,0.29,0.22,0.04,0.01,0.02,2007.0
6919,The Legend of Legacy,Role-Playing,E10,3DS,Atlus,Cattle Call,6.0,0.29,0.14,0.02,0.11,0.02,2015.0
6921,Majin and the Forsaken Kingdom,Adventure,T,PS3,Namco Bandai,Game Republic,7.0,0.29,0.09,0.14,0.01,0.05,2010.0
6932,"Sakura Wars: So Long, My Love",Role-Playing,T,PS2,NIS America,RED Entertainment,8.8,0.29,0.07,0.05,0.15,0.02,2010.0
6937,Sengoku Basara: Samurai Heroes,Action,T,Wii,Capcom,Capcom,6.0,0.29,0.06,0.02,0.2,0.01,2010.0
6939,Warriors Orochi 2,Action,T,PSP,KOEI,Omega Force,5.3,0.29,0.06,0.0,0.22,0.01,2009.0
6948,Dead Rising: Chop Till You Drop,Action,M,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,0.29,0.15,0.07,0.05,0.02,2009.0
6951,Feel the Magic XY/XX,Puzzle,T,DS,Sega,Sonic Team,7.7,0.29,0.17,0.0,0.1,0.02,2004.0
6954,Ever Oasis,Role-Playing,E10,3DS,Nintendo,GREZZO,8.1,0.29,0.13,0.08,0.05,0.02,2017.0
6984,Tales of Phantasia,Role-Playing,E10,GBA,Nintendo,Wolfteam / Namco Tales Studio,7.0,0.29,0.08,0.03,0.17,0.01,2006.0
7003,Shadow Hearts,Role-Playing,M,PS2,Midway Games,Sacnoth,7.0,0.28,0.09,0.07,0.1,0.02,2001.0
7018,DeathSmiles,Shooter,T,X360,Aksys Games,Cave,8.0,0.28,0.15,0.06,0.05,0.02,2010.0
7029,WarioWare Gold,Misc,E10,3DS,Nintendo,Intelligent Systems,8.1,0.28,0.11,0.03,0.13,0.01,2018.0
7051,El Shaddai: Ascension of the Metatron,Action,T,PS3,Ignition Entertainment,Ignition Entertainment,8.0,0.28,0.11,0.07,0.08,0.03,2011.0
7052,Operation Flashpoint: Red River,Shooter,M,X360,Codemasters,Codemasters,7.0,0.28,0.1,0.14,0.01,0.03,2011.0
7071,Dead to Rights: Retribution,Shooter,M,PS3,Namco Bandai,Volatile Games,6.0,0.28,0.1,0.12,0.02,0.05,2010.0
7081,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,0.28,0.16,0.0,0.1,0.02,2006.0
7087,Dead or Alive,Fighting,T,PS,Tecmo,Team Ninja,8.3,0.28,0.09,0.06,0.1,0.02,1998.0
7107,Patapon 3,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,0.28,0.05,0.04,0.17,0.02,2011.0
7119,Darksiders,Action,M,PS3,THQ,Vigil Games,7.8,0.28,0.02,0.14,0.02,0.1,2010.0
7128,Mister Mosquito,Shooter,T,PS2,Eidos Interactive,Zoom Inc.,6.6,0.28,0.05,0.04,0.17,0.01,2002.0
7131,Virtua Fighter 5 Online,Fighting,T,X360,Sega,Sega-AM2,9.2,0.28,0.2,0.02,0.03,0.02,2007.0
7160,Etrian Mystery Dungeon,Role-Playing,E10,3DS,Atlus,Spike Chunsoft,7.6,0.28,0.11,0.01,0.14,0.01,2015.0
7169,Armored Core: Project Phantasma,Simulation,T,PS,ASCII Entertainment,From Software,7.2,0.28,0.06,0.04,0.15,0.02,1998.0
7224,Etrian Odyssey V: Beyond the Myth,Role-Playing,T,3DS,Atlus,Atlus,7.9,0.27,0.11,0.01,0.14,0.01,2017.0
7233,Shadows of the Damned,Action,M,PS3,Electronic Arts,Grasshopper Manufacture,7.9,0.27,0.11,0.09,0.04,0.03,2011.0
7239,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,0.27,0.16,0.0,0.1,0.01,2005.0
7287,Dragon Ball Z: Tenkaichi Tag Team,Fighting,T,PSP,Namco Bandai,Dimps Corporation,6.0,0.27,0.11,0.04,0.09,0.03,2010.0
7356,Suikoden Tierkreis,Role-Playing,E10,DS,Konami,Konami,7.7,0.27,0.09,0.02,0.15,0.01,2009.0
7357,R.U.S.E.,Strategy,T,X360,Ubisoft,Eugen Systems,8.0,0.27,0.12,0.11,0.0,0.02,2010.0
7360,The World Ends with You: Final Remix,Role-Playing,T,NS,Nintendo,Square Enix,7.4,0.27,0.14,0.08,0.03,0.02,2018.0
7391,Etrian Odyssey: Millennium Girl,Role-Playing,T,3DS,Atlus,Atlus,8.1,0.26,0.1,0.01,0.14,0.01,2013.0
7405,Panzer Dragoon Orta,Shooter,T,XB,Sega,Smilebit,8.8,0.26,0.16,0.05,0.04,0.01,2003.0
7411,King's Field II,Role-Playing,T,PS,ASCII Entertainment,From Software,7.3,0.26,0.08,0.06,0.11,0.02,1996.0
7423,Deadly Premonition,Action,M,X360,Ignition Entertainment,Access Games,6.0,0.26,0.18,0.06,0.0,0.02,2010.0
7435,Stella Glow,Role-Playing,T,3DS,Atlus,imageepoch Inc.,7.5,0.26,0.17,0.01,0.06,0.02,2015.0
7471,Bust A Groove 2,Misc,E,PS,Enix,Metro,7.0,0.26,0.04,0.03,0.18,0.02,1999.0
7501,Resident Evil: Revelations,Shooter,M,X360,Capcom,Capcom,7.4,0.26,0.12,0.1,0.02,0.02,2013.0
7506,Metroid Prime Pinball,Misc,E,DS,Nintendo,Fuse Games Limited,7.6,0.26,0.22,0.0,0.02,0.02,2005.0
7513,Resident Evil: Deadly Silence,Action,M,DS,Capcom,Capcom,6.7,0.26,0.11,0.02,0.11,0.01,2006.0
7544,Armored Core: Master of Arena,Simulation,E,PS,Agetec,From Software,7.2,0.26,0.07,0.05,0.13,0.02,2000.0
7558,Polarium,Puzzle,E,DS,Nintendo,Mitchell,7.6,0.26,0.13,0.01,0.11,0.01,2005.0
7567,Castlevania: Harmony of Dissonance,Platform,T,GBA,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.06,0.04,0.0,2002.0
7592,Bomberman Generation,Adventure,E,GC,Majesco,Game Arts,8.4,0.25,0.15,0.04,0.06,0.01,2002.0
7594,Game & Wario,Party,E,WiiU,Nintendo,Intelligent Systems,6.2,0.25,0.06,0.06,0.12,0.01,2013.0
7595,Final Fantasy Crystal Chronicles: Echoes of Time,Role-Playing,E10,Wii,Square Enix,Square Enix,6.9,0.25,0.13,0.06,0.05,0.02,2009.0
7599,Hunted: The Demon's Forge,Role-Playing,M,PS3,Bethesda Softworks,InXile Entertainment,6.1,0.25,0.12,0.09,0.02,0.03,2011.0
7620,Sonic Boom: Fire & Ice,Platform,E,3DS,Sega,Sanzaru Games,6.9,0.25,0.14,0.08,0.02,0.02,2016.0
7632,Ace Combat: Assault Horizon Legacy,Simulation,T,3DS,Namco Bandai,Namco Bandai Games,7.0,0.25,0.1,0.06,0.08,0.01,2011.0
7641,Sid Meier's Civilization VI,Strategy,E10,NS,2K Games,Firaxis Games,9.4,0.25,0.12,0.11,0.01,0.02,2018.0
7646,Dead or Alive Xtreme 2,Sports,M,X360,Tecmo,Team Ninja,5.3,0.25,0.15,0.02,0.06,0.02,2006.0
7649,Spirit Camera: The Cursed Memoir,Action-Adventure,T,3DS,Nintendo,Tecmo Koei Games,5.7,0.25,0.15,0.02,0.06,0.02,2012.0
7650,Bomberman Tournament,Puzzle,E,GBA,Activision,Hudson Soft,8.8,0.25,0.1,0.04,0.1,0.01,2001.0
7682,Disgaea 2: Dark Hero Days,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.1,0.25,0.1,0.01,0.12,0.02,2009.0
7688,Hybrid Heaven,Role-Playing,T,N64,Konami,KCEO,7.0,0.25,0.16,0.04,0.05,0.0,1999.0
7754,Armored Core 4,Simulation,T,X360,Sega,From Software,6.5,0.25,0.19,0.01,0.03,0.02,2007.0
7800,7th Dragon III Code: VFD,Role-Playing,T,3DS,Sega,Sega,7.5,0.24,0.06,0.04,0.13,0.01,2016.0
7831,Virtua Tennis 4,Sports,E,X360,Sega,Sega-AM2,6.5,0.24,0.12,0.09,0.01,0.02,2011.0
7838,Fuel,Racing,E,PS3,Codemasters,Asobo Studios,6.6,0.24,0.08,0.11,0.0,0.04,2009.0
7843,NBA Live 10,Sports,E,PSP,EA Sports,EA Canada,5.9,0.24,0.21,0.0,0.01,0.02,2009.0
7890,Final Fantasy Fables: Chocobo Tales,Adventure,E,DS,Square Enix,High Horse Entertainment,7.4,0.24,0.1,0.01,0.12,0.01,2007.0
7897,Resident Evil Archives: Resident Evil Zero,Action,M,Wii,Capcom,Capcom Production Studio 4,5.8,0.24,0.13,0.04,0.06,0.01,2009.0
7923,Valhalla Knights,Role-Playing,E10,PSP,Xseed Games,K2 LLC,5.2,0.24,0.15,0.0,0.07,0.01,2007.0
7941,Luminous Arc,Role-Playing,T,DS,Atlus,imageepoch Inc.,6.8,0.24,0.16,0.0,0.06,0.01,2007.0
7944,Avalon Code,Role-Playing,E10,DS,Marvelous Interactive,Matrix Software,7.1,0.24,0.11,0.0,0.12,0.01,2009.0
7960,Disney Epic Mickey 2: The Power of Two,Platform,E,WiiU,Disney Interactive Studios,Junction Point Studios,5.9,0.24,0.13,0.08,0.01,0.02,2012.0
7977,Ar tonelico Qoga: Knell of Ar Ciel,Role-Playing,M,PS3,NIS America,Gust,7.0,0.24,0.08,0.01,0.13,0.01,2011.0
7978,Dynasty Warriors 6 Empires,Action,T,X360,KOEI,Omega Force,6.3,0.24,0.16,0.02,0.04,0.02,2009.0
7981,Singularity,Shooter,M,PS3,Activision,Raven Software,7.8,0.24,0.17,0.03,0.01,0.03,2010.0
7986,Disgaea: Afternoon of Darkness,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,8.7,0.24,0.15,0.02,0.04,0.02,2007.0
8009,Hot Shots Tennis: Get a Grip,Sports,E,PSP,Sony Computer Entertainment,Clap Hanz,8.0,0.23,0.08,0.0,0.13,0.02,2010.0
8045,Cross Edge,Role-Playing,T,PS3,NIS America,Compile Heart,5.4,0.23,0.14,0.02,0.05,0.02,2009.0
8051,Attack on Titan 2,Action,M,NS,Koei Tecmo,Omega Force,7.0,0.23,0.12,0.02,0.08,0.02,2018.0
8058,Meteos,Puzzle,E,DS,Nintendo,Q Entertainment,8.8,0.23,0.15,0.01,0.06,0.01,2005.0
8114,Dynasty Warriors: Strikeforce,Action,T,X360,Tecmo Koei,Omega Force,7.3,0.23,0.13,0.06,0.02,0.02,2010.0
8145,Lunar Knights,Role-Playing,E10,DS,Konami,Kojima Productions,8.2,0.23,0.17,0.01,0.04,0.01,2007.0
8189,Valhalla Knights 2,Role-Playing,E10,PSP,Xseed Games,K2 LLC,5.0,0.23,0.09,0.0,0.12,0.01,2008.0
